epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,44.4756,1.66906,1.37879,1.23955,0.50559,0.58638,0.45995,0.29132,1.28434,1.49507,1.11185,0.000891125,0.000891125,0.000891125
31,45.8874,1.66266,1.36927,1.2439,0.61194,0.63925,0.57873,0.36021,1.2646,1.38722,1.10621,0.00087875,0.00087875,0.00087875
32,47.2421,1.60986,1.30324,1.20475,0.62268,0.63722,0.60378,0.39459,1.2604,1.39331,1.11832,0.000866375,0.000866375,0.000866375
33,48.6811,1.60043,1.27757,1.18758,0.6347,0.63257,0.60137,0.39403,1.23353,1.39272,1.11528,0.000854,0.000854,0.000854
34,50.1098,1.66,1.38028,1.24776,0.61537,0.6738,0.60449,0.38524,1.24002,1.39243,1.12648,0.000841625,0.000841625,0.000841625
35,51.5986,1.62616,1.35382,1.2448,0.65446,0.66533,0.61899,0.39752,1.24421,1.35685,1.12688,0.00082925,0.00082925,0.00082925
36,52.9739,1.59722,1.30258,1.22098,0.58779,0.61086,0.58747,0.36178,1.28139,1.40253,1.11066,0.000816875,0.000816875,0.000816875
37,54.4197,1.58617,1.33891,1.20769,0.58921,0.63781,0.57805,0.36794,1.29346,1.39952,1.11075,0.0008045,0.0008045,0.0008045
38,55.9364,1.64368,1.33634,1.21795,0.66226,0.71101,0.64134,0.40978,1.25779,1.29995,1.09023,0.000792125,0.000792125,0.000792125
39,57.3738,1.63041,1.34026,1.24833,0.67857,0.69582,0.63126,0.41119,1.2485,1.3186,1.10032,0.00077975,0.00077975,0.00077975
40,58.7942,1.67501,1.3545,1.24447,0.50765,0.56083,0.46962,0.28251,1.37861,1.59229,1.17383,0.000767375,0.000767375,0.000767375
41,60.1637,1.61311,1.29316,1.20513,0.47139,0.48005,0.41309,0.26224,1.3263,1.66879,1.1684,0.000755,0.000755,0.000755
42,61.7244,1.64037,1.34891,1.22425,0.40446,0.48808,0.3747,0.23551,1.30009,1.78861,1.1559,0.000742625,0.000742625,0.000742625
43,63.1856,1.52051,1.23351,1.17525,0.54124,0.57847,0.50122,0.30219,1.3006,1.58715,1.12846,0.00073025,0.00073025,0.00073025
44,64.6468,1.64471,1.32715,1.22325,0.67698,0.71128,0.6419,0.41858,1.25367,1.2759,1.09233,0.000717875,0.000717875,0.000717875
45,66.1021,1.66821,1.37576,1.25907,0.65487,0.72943,0.65123,0.4332,1.20355,1.24586,1.08238,0.0007055,0.0007055,0.0007055
46,67.4776,1.55755,1.26848,1.19648,0.63217,0.69072,0.63147,0.41113,1.22828,1.32361,1.10065,0.000693125,0.000693125,0.000693125
47,68.8807,1.58843,1.31257,1.21785,0.66096,0.66345,0.63803,0.41584,1.22651,1.31696,1.09342,0.00068075,0.00068075,0.00068075
48,70.3513,1.5466,1.22773,1.20123,0.70185,0.64955,0.64107,0.42889,1.19467,1.32259,1.08816,0.000668375,0.000668375,0.000668375
49,71.7057,1.5811,1.3147,1.19501,0.67855,0.67766,0.64905,0.43392,1.19037,1.30408,1.08798,0.000656,0.000656,0.000656
50,73.1623,1.57526,1.27723,1.21629,0.67282,0.67626,0.64984,0.42273,1.23468,1.29859,1.10529,0.000643625,0.000643625,0.000643625
51,74.5838,1.5703,1.28754,1.21681,0.65686,0.67747,0.63455,0.40612,1.26756,1.30921,1.13154,0.00063125,0.00063125,0.00063125
52,75.9933,1.59261,1.26184,1.21883,0.7004,0.7071,0.66144,0.43287,1.19005,1.25702,1.09324,0.000618875,0.000618875,0.000618875
53,77.3865,1.50141,1.22473,1.20112,0.70189,0.71078,0.6685,0.42403,1.23625,1.27914,1.09214,0.0006065,0.0006065,0.0006065
54,78.7446,1.5783,1.24301,1.20849,0.69199,0.71756,0.66983,0.43252,1.19592,1.27459,1.08511,0.000594125,0.000594125,0.000594125
55,80.1577,1.46865,1.20521,1.17849,0.6993,0.73704,0.68308,0.45827,1.15963,1.25467,1.07877,0.00058175,0.00058175,0.00058175
56,81.6101,1.4761,1.24209,1.20336,0.69185,0.71493,0.69679,0.47388,1.16196,1.16633,1.0936,0.000569375,0.000569375,0.000569375
57,83.0335,1.50387,1.18178,1.19915,0.67509,0.72833,0.68784,0.45525,1.18366,1.17427,1.08929,0.000557,0.000557,0.000557
58,84.4819,1.55174,1.18355,1.18315,0.70594,0.71825,0.6834,0.45192,1.18627,1.23022,1.07031,0.000544625,0.000544625,0.000544625
59,85.8605,1.53437,1.20273,1.1813,0.68204,0.7048,0.67366,0.45476,1.1826,1.25555,1.07968,0.00053225,0.00053225,0.00053225
60,87.2793,1.56425,1.27604,1.22033,0.65094,0.64072,0.66239,0.42662,1.24483,1.27319,1.11962,0.000519875,0.000519875,0.000519875
61,88.7009,1.51151,1.24376,1.20449,0.66142,0.61158,0.64949,0.41583,1.27135,1.30922,1.13598,0.0005075,0.0005075,0.0005075
62,90.1372,1.49198,1.20973,1.16791,0.65672,0.6478,0.64893,0.414,1.25033,1.32472,1.12039,0.000495125,0.000495125,0.000495125
63,91.5324,1.54302,1.19285,1.19334,0.67597,0.69566,0.65233,0.41806,1.24708,1.28933,1.10676,0.00048275,0.00048275,0.00048275
64,92.9464,1.4923,1.10281,1.15975,0.6895,0.71968,0.6657,0.42988,1.2176,1.238,1.08404,0.000470375,0.000470375,0.000470375
65,94.3592,1.52026,1.22692,1.20915,0.67446,0.73171,0.6685,0.43507,1.20126,1.21152,1.07965,0.000458,0.000458,0.000458
66,95.7916,1.52265,1.20092,1.17585,0.71402,0.69469,0.69052,0.45517,1.21081,1.19042,1.0999,0.000445625,0.000445625,0.000445625
67,97.2602,1.58184,1.20128,1.18098,0.69496,0.70554,0.68416,0.44528,1.22487,1.19105,1.1037,0.00043325,0.00043325,0.00043325
68,98.9488,1.59168,1.2303,1.1975,0.66432,0.7053,0.66957,0.4311,1.20982,1.22063,1.10078,0.000420875,0.000420875,0.000420875
69,100.456,1.48994,1.14393,1.15721,0.68397,0.69131,0.66451,0.42918,1.19218,1.24299,1.09333,0.0004085,0.0004085,0.0004085
70,101.93,1.49521,1.1833,1.17377,0.71692,0.70994,0.67823,0.45213,1.16466,1.24225,1.08185,0.000396125,0.000396125,0.000396125
71,103.483,1.50743,1.11461,1.15346,0.72188,0.71079,0.68872,0.47088,1.14606,1.20807,1.07427,0.00038375,0.00038375,0.00038375
72,104.893,1.52142,1.15754,1.18053,0.70958,0.74017,0.69138,0.47584,1.13071,1.1957,1.06583,0.000371375,0.000371375,0.000371375
73,106.513,1.52746,1.14338,1.17126,0.71005,0.76251,0.69158,0.47475,1.11856,1.19303,1.0583,0.000359,0.000359,0.000359
74,108.117,1.4429,1.12727,1.18032,0.71357,0.75194,0.69199,0.4621,1.11998,1.22534,1.0492,0.000346625,0.000346625,0.000346625
75,109.582,1.46153,1.12463,1.17985,0.70629,0.75414,0.68858,0.45719,1.12301,1.23066,1.0348,0.00033425,0.00033425,0.00033425
76,111.082,1.43214,1.07685,1.15277,0.71263,0.74634,0.68991,0.45714,1.13413,1.21867,1.03905,0.000321875,0.000321875,0.000321875
77,112.545,1.36103,1.04168,1.10397,0.70643,0.74872,0.6915,0.45984,1.1294,1.18895,1.04683,0.0003095,0.0003095,0.0003095
78,113.989,1.45377,1.17383,1.16025,0.70332,0.76648,0.69755,0.46952,1.12559,1.12039,1.05059,0.000297125,0.000297125,0.000297125
79,115.408,1.40866,1.10818,1.15086,0.71846,0.76605,0.7068,0.48377,1.1178,1.1019,1.04507,0.00028475,0.00028475,0.00028475
80,116.854,1.36242,1.0544,1.09816,0.73832,0.74569,0.71116,0.49232,1.09587,1.11955,1.04989,0.000272375,0.000272375,0.000272375
81,118.246,1.44804,1.10052,1.15706,0.73021,0.73752,0.70492,0.47497,1.1322,1.14355,1.05867,0.00026,0.00026,0.00026
82,119.787,1.49294,1.11638,1.17275,0.71799,0.7387,0.69959,0.464,1.1752,1.17703,1.06476,0.000247625,0.000247625,0.000247625
83,121.262,1.38722,1.05026,1.11486,0.75372,0.71617,0.70444,0.46805,1.16845,1.1752,1.0608,0.00023525,0.00023525,0.00023525
84,122.714,1.42744,1.08169,1.15166,0.73393,0.74727,0.70425,0.47383,1.15563,1.1791,1.06014,0.000222875,0.000222875,0.000222875
85,124.122,1.37309,1.10996,1.16273,0.74663,0.74627,0.70727,0.47934,1.14295,1.17479,1.05673,0.0002105,0.0002105,0.0002105
86,125.532,1.41996,1.0419,1.11385,0.74028,0.75246,0.71094,0.49094,1.10733,1.15774,1.04728,0.000198125,0.000198125,0.000198125
87,126.898,1.4756,1.06664,1.15122,0.72401,0.76392,0.708,0.48963,1.10024,1.1627,1.04666,0.00018575,0.00018575,0.00018575
88,128.335,1.42559,1.07313,1.13065,0.72218,0.77808,0.70834,0.49016,1.09594,1.15719,1.04132,0.000173375,0.000173375,0.000173375
89,129.962,1.40159,1.05917,1.12882,0.72552,0.76496,0.70737,0.48799,1.10457,1.15958,1.04563,0.000161,0.000161,0.000161
90,131.701,1.42854,1.06408,1.14583,0.73575,0.756,0.70277,0.47626,1.11485,1.16197,1.04808,0.000148625,0.000148625,0.000148625
91,154.54,1.33443,1.07601,1.10837,0.73864,0.74745,0.70303,0.4764,1.10952,1.15519,1.04622,0.00013625,0.00013625,0.00013625
92,155.772,1.36292,1.10442,1.11314,0.73612,0.74179,0.70572,0.47845,1.10698,1.14083,1.04454,0.000123875,0.000123875,0.000123875
93,156.957,1.38982,1.1058,1.14684,0.72888,0.74533,0.70554,0.47978,1.10798,1.13436,1.04271,0.0001115,0.0001115,0.0001115
94,158.196,1.40766,1.06744,1.1644,0.71785,0.75252,0.70236,0.47965,1.11278,1.12764,1.0434,9.9125e-05,9.9125e-05,9.9125e-05
95,159.394,1.4348,1.08757,1.1594,0.72202,0.74848,0.70422,0.48216,1.11135,1.12032,1.04343,8.675e-05,8.675e-05,8.675e-05
96,160.567,1.35543,1.10541,1.17355,0.7258,0.75133,0.70411,0.48108,1.10618,1.10601,1.0416,7.4375e-05,7.4375e-05,7.4375e-05
97,161.777,1.37978,1.03301,1.12546,0.73841,0.74064,0.70654,0.48616,1.09717,1.09314,1.03759,6.2e-05,6.2e-05,6.2e-05
98,162.996,1.32976,1.01298,1.12517,0.73632,0.75763,0.71321,0.4905,1.09304,1.08025,1.03881,4.9625e-05,4.9625e-05,4.9625e-05
99,164.203,1.35856,1.02476,1.12282,0.72384,0.77331,0.71387,0.49356,1.08843,1.07469,1.03635,3.725e-05,3.725e-05,3.725e-05
100,165.406,1.37169,1.02407,1.15603,0.72602,0.77018,0.71781,0.49918,1.07944,1.06692,1.03073,2.4875e-05,2.4875e-05,2.4875e-05
